,0,1,2,3,4,5,6,7,8,9
0,-0.13241368412017537,4.886896883364354,-0.13241368412017537,6.2375366012727955,1.220741975381587,0.8652676351822848,1.2008099641295678,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
1,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
2,-0.3428932455835693,1.4723798122842775,-0.3428932455835693,2.746768788582083,0.9258363879674798,0.15274090013662334,0.2791509114566723,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
3,-0.36106957263176803,1.0818783024630152,-0.36106957263176803,1.5967622246763888,0.15274090013662334,0.33338323147055626,0.4383565069150697,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
4,-0.38864867347977444,0.43677963969993294,-0.38864867347977444,0.6195728689355052,-0.205270656523572,-0.2563959446421929,-0.16993342494651456,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
5,-0.357973916119835,0.020436639210776854,-0.357973916119835,0.03615126933679735,-0.3428932455835693,-0.36106957263176803,-0.32339178750419345,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
6,-0.4330514646812504,-0.010616878997196962,-0.4330514646812504,0.0799246779908212,-0.342430444379107,-0.3624367562547973,-0.32019436113812355,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
7,-0.4367365883751477,0.017591799756001503,-0.4367365883751477,0.021503326906349294,-0.3530297453396748,-0.3698805879134365,-0.33340578620801686,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
8,-0.4361026287853929,-0.06408549813269003,-0.4361026287853929,0.1055325569547346,-0.3473704025929184,-0.36880713846845403,-0.2514465078680842,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
9,-0.1474228577149777,1.71633281134794,-0.1474228577149777,1.763618626288263,-0.07821995231194948,-0.11773375827433746,0.17241778562767485,-0.47378041391296744,-0.47378041391296744,-0.47378041391296744
